"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1970",46.5,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1971",48.6,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1972",50.4,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1973",53.8,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1974",51.1,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1975",49.5,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1976",53.9,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1977",51.3,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1978",53.7,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1979",55.9,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1980",54.4,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1981",51.6,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1982",49.8,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1983",49.4,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1984",51,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1985",52.6,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1986",51.6,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1987",52.4,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1988",50.3,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1989",50.4,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1990",56.2,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1991",60.4,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1992",55.6,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1993",55.8,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1994",56.2,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1995",59.5,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1996",63.3,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1997",62.5,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1998",63.1,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","1999",61.4,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","2000",61.8,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","2001",66.2,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","2002",67.6,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","2003",72.7,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","2004",74,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","2005",74.3,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","2006",71.8,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","2007",69.4,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","2008",69.1,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","2009",62.8,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","2010",68.3,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","2011",66.7,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","2012",64.1,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","2013",64.8,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","2014",61.2,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","2015",62.5,
"AUT","AIREMISSION","CO2","MLN_TONNE","A","2016",62.9,
"AUT","AIREMISSION","CO","THND_TONNE","A","1990",1190.4,
"AUT","AIREMISSION","CO","THND_TONNE","A","1991",1186.937,
"AUT","AIREMISSION","CO","THND_TONNE","A","1992",1132.748,
"AUT","AIREMISSION","CO","THND_TONNE","A","1993",1077.938,
"AUT","AIREMISSION","CO","THND_TONNE","A","1994",1022.605,
"AUT","AIREMISSION","CO","THND_TONNE","A","1995",929.018,
"AUT","AIREMISSION","CO","THND_TONNE","A","1996",937.707,
"AUT","AIREMISSION","CO","THND_TONNE","A","1997",877.93,
"AUT","AIREMISSION","CO","THND_TONNE","A","1998",841.405,
"AUT","AIREMISSION","CO","THND_TONNE","A","1999",736.369,
"AUT","AIREMISSION","CO","THND_TONNE","A","2000",740.858,
"AUT","AIREMISSION","CO","THND_TONNE","A","2001",720.017,
"AUT","AIREMISSION","CO","THND_TONNE","A","2002",693.645,
"AUT","AIREMISSION","CO","THND_TONNE","A","2003",700.414,
"AUT","AIREMISSION","CO","THND_TONNE","A","2004",690.076,
"AUT","AIREMISSION","CO","THND_TONNE","A","2005",670.614,
"AUT","AIREMISSION","CO","THND_TONNE","A","2006",657.422,
"AUT","AIREMISSION","CO","THND_TONNE","A","2007",620.028,
"AUT","AIREMISSION","CO","THND_TONNE","A","2008",600.531,
"AUT","AIREMISSION","CO","THND_TONNE","A","2009",570.554,
"AUT","AIREMISSION","CO","THND_TONNE","A","2010",582.746,
"AUT","AIREMISSION","CO","THND_TONNE","A","2011",568.299,
"AUT","AIREMISSION","CO","THND_TONNE","A","2012",571.522,
"AUT","AIREMISSION","CO","THND_TONNE","A","2013",590.154,
"AUT","AIREMISSION","CO","THND_TONNE","A","2014",543.827,
"AUT","AIREMISSION","CO","THND_TONNE","A","2015",566.036,
"AUT","AIREMISSION","CO","THND_TONNE","A","2016",563.723,
"AUT","AIREMISSION","NOX","THND_TONNE","A","1990",219.339,
"AUT","AIREMISSION","NOX","THND_TONNE","A","1991",228.18,
"AUT","AIREMISSION","NOX","THND_TONNE","A","1992",215.04,
"AUT","AIREMISSION","NOX","THND_TONNE","A","1993",205.836,
"AUT","AIREMISSION","NOX","THND_TONNE","A","1994",200.024,
"AUT","AIREMISSION","NOX","THND_TONNE","A","1995",199.917,
"AUT","AIREMISSION","NOX","THND_TONNE","A","1996",217.706,
"AUT","AIREMISSION","NOX","THND_TONNE","A","1997",204.49,
"AUT","AIREMISSION","NOX","THND_TONNE","A","1998",216.869,
"AUT","AIREMISSION","NOX","THND_TONNE","A","1999",208.297,
"AUT","AIREMISSION","NOX","THND_TONNE","A","2000",213.832,
"AUT","AIREMISSION","NOX","THND_TONNE","A","2001",224.113,
"AUT","AIREMISSION","NOX","THND_TONNE","A","2002",229.804,
"AUT","AIREMISSION","NOX","THND_TONNE","A","2003",238.241,
"AUT","AIREMISSION","NOX","THND_TONNE","A","2004",235.458,
"AUT","AIREMISSION","NOX","THND_TONNE","A","2005",237.965,
"AUT","AIREMISSION","NOX","THND_TONNE","A","2006",224.784,
"AUT","AIREMISSION","NOX","THND_TONNE","A","2007",214.198,
"AUT","AIREMISSION","NOX","THND_TONNE","A","2008",198.677,
"AUT","AIREMISSION","NOX","THND_TONNE","A","2009",183.388,
"AUT","AIREMISSION","NOX","THND_TONNE","A","2010",183.122,
"AUT","AIREMISSION","NOX","THND_TONNE","A","2011",174.516,
"AUT","AIREMISSION","NOX","THND_TONNE","A","2012",169.4,
"AUT","AIREMISSION","NOX","THND_TONNE","A","2013",170.101,
"AUT","AIREMISSION","NOX","THND_TONNE","A","2014",160.001,
"AUT","AIREMISSION","NOX","THND_TONNE","A","2015",157.486,
"AUT","AIREMISSION","NOX","THND_TONNE","A","2016",152.361,
"AUT","AIREMISSION","SOX","THND_TONNE","A","1990",73.832,
"AUT","AIREMISSION","SOX","THND_TONNE","A","1991",70.934,
"AUT","AIREMISSION","SOX","THND_TONNE","A","1992",54.416,
"AUT","AIREMISSION","SOX","THND_TONNE","A","1993",52.938,
"AUT","AIREMISSION","SOX","THND_TONNE","A","1994",47.291,
"AUT","AIREMISSION","SOX","THND_TONNE","A","1995",46.929,
"AUT","AIREMISSION","SOX","THND_TONNE","A","1996",44.087,
"AUT","AIREMISSION","SOX","THND_TONNE","A","1997",40.244,
"AUT","AIREMISSION","SOX","THND_TONNE","A","1998",35.638,
"AUT","AIREMISSION","SOX","THND_TONNE","A","1999",33.723,
"AUT","AIREMISSION","SOX","THND_TONNE","A","2000",31.603,
"AUT","AIREMISSION","SOX","THND_TONNE","A","2001",32.517,
"AUT","AIREMISSION","SOX","THND_TONNE","A","2002",31.527,
"AUT","AIREMISSION","SOX","THND_TONNE","A","2003",31.425,
"AUT","AIREMISSION","SOX","THND_TONNE","A","2004",26.908,
"AUT","AIREMISSION","SOX","THND_TONNE","A","2005",25.549,
"AUT","AIREMISSION","SOX","THND_TONNE","A","2006",26.299,
"AUT","AIREMISSION","SOX","THND_TONNE","A","2007",22.914,
"AUT","AIREMISSION","SOX","THND_TONNE","A","2008",20.152,
"AUT","AIREMISSION","SOX","THND_TONNE","A","2009",14.546,
"AUT","AIREMISSION","SOX","THND_TONNE","A","2010",16.215,
"AUT","AIREMISSION","SOX","THND_TONNE","A","2011",15.235,
"AUT","AIREMISSION","SOX","THND_TONNE","A","2012",14.993,
"AUT","AIREMISSION","SOX","THND_TONNE","A","2013",15.027,
"AUT","AIREMISSION","SOX","THND_TONNE","A","2014",14.76,
"AUT","AIREMISSION","SOX","THND_TONNE","A","2015",14.547,
"AUT","AIREMISSION","SOX","THND_TONNE","A","2016",13.74,
"AUT","AIREMISSION","VOC","THND_TONNE","A","1990",302.36,
"AUT","AIREMISSION","VOC","THND_TONNE","A","1991",294.678,
"AUT","AIREMISSION","VOC","THND_TONNE","A","1992",271.88,
"AUT","AIREMISSION","VOC","THND_TONNE","A","1993",253.605,
"AUT","AIREMISSION","VOC","THND_TONNE","A","1994",232.466,
"AUT","AIREMISSION","VOC","THND_TONNE","A","1995",218.083,
"AUT","AIREMISSION","VOC","THND_TONNE","A","1996",211.613,
"AUT","AIREMISSION","VOC","THND_TONNE","A","1997",200.49,
"AUT","AIREMISSION","VOC","THND_TONNE","A","1998",193.517,
"AUT","AIREMISSION","VOC","THND_TONNE","A","1999",184.536,
"AUT","AIREMISSION","VOC","THND_TONNE","A","2000",175.394,
"AUT","AIREMISSION","VOC","THND_TONNE","A","2001",172.484,
"AUT","AIREMISSION","VOC","THND_TONNE","A","2002",168.858,
"AUT","AIREMISSION","VOC","THND_TONNE","A","2003",167.056,
"AUT","AIREMISSION","VOC","THND_TONNE","A","2004",162.345,
"AUT","AIREMISSION","VOC","THND_TONNE","A","2005",159.233,
"AUT","AIREMISSION","VOC","THND_TONNE","A","2006",154.223,
"AUT","AIREMISSION","VOC","THND_TONNE","A","2007",149.367,
"AUT","AIREMISSION","VOC","THND_TONNE","A","2008",146.538,
"AUT","AIREMISSION","VOC","THND_TONNE","A","2009",142.511,
"AUT","AIREMISSION","VOC","THND_TONNE","A","2010",143.152,
"AUT","AIREMISSION","VOC","THND_TONNE","A","2011",138.83,
"AUT","AIREMISSION","VOC","THND_TONNE","A","2012",138.895,
"AUT","AIREMISSION","VOC","THND_TONNE","A","2013",140.417,
"AUT","AIREMISSION","VOC","THND_TONNE","A","2014",134.836,
"AUT","AIREMISSION","VOC","THND_TONNE","A","2015",137.244,
"AUT","AIREMISSION","VOC","THND_TONNE","A","2016",137.395,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","1960",4.3,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","1961",4.3,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","1962",4.7,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","1963",5.1,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","1964",5.2,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","1965",5.1,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","1966",5.1,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","1967",5.1,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","1968",5.5,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","1969",5.8,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","1970",6.2,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","1971",6.5,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","1972",6.7,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","1973",7.1,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","1974",6.7,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","1975",6.5,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","1976",7.1,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","1977",6.8,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","1978",7.1,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","1979",7.4,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","1980",7.2,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","1981",6.8,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","1982",6.6,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","1983",6.5,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","1984",6.7,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","1985",7,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","1986",6.8,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","1987",6.9,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","1988",6.6,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","1989",6.6,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","1990",7.3,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","1991",7.8,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","1992",7.1,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","1993",7.1,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","1994",7.1,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","1995",7.5,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","1996",7.9,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","1997",7.8,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","1998",7.9,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","1999",7.7,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","2000",7.7,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","2001",8.2,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","2002",8.4,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","2003",9,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","2004",9.1,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","2005",9,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","2006",8.7,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","2007",8.4,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","2008",8.3,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","2009",7.5,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","2010",8.2,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","2011",8,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","2012",7.6,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","2013",7.6,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","2014",7.2,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","2015",7.2,
"AUT","AIREMISSION","CO2","TONNE_CAP","A","2016",7.2,
"AUT","AIREMISSION","GHG","TONNE_CAP","A","1990",10.188,
"AUT","AIREMISSION","GHG","TONNE_CAP","A","1991",10.614,
"AUT","AIREMISSION","GHG","TONNE_CAP","A","1992",9.679,
"AUT","AIREMISSION","GHG","TONNE_CAP","A","1993",9.612,
"AUT","AIREMISSION","GHG","TONNE_CAP","A","1994",9.613,
"AUT","AIREMISSION","GHG","TONNE_CAP","A","1995",9.979,
"AUT","AIREMISSION","GHG","TONNE_CAP","A","1996",10.342,
"AUT","AIREMISSION","GHG","TONNE_CAP","A","1997",10.265,
"AUT","AIREMISSION","GHG","TONNE_CAP","A","1998",10.167,
"AUT","AIREMISSION","GHG","TONNE_CAP","A","1999",9.943,
"AUT","AIREMISSION","GHG","TONNE_CAP","A","2000",9.968,
"AUT","AIREMISSION","GHG","TONNE_CAP","A","2001",10.436,
"AUT","AIREMISSION","GHG","TONNE_CAP","A","2002",10.597,
"AUT","AIREMISSION","GHG","TONNE_CAP","A","2003",11.23,
"AUT","AIREMISSION","GHG","TONNE_CAP","A","2004",11.145,
"AUT","AIREMISSION","GHG","TONNE_CAP","A","2005",11.226,
"AUT","AIREMISSION","GHG","TONNE_CAP","A","2006",10.843,
"AUT","AIREMISSION","GHG","TONNE_CAP","A","2007",10.479,
"AUT","AIREMISSION","GHG","TONNE_CAP","A","2008",10.428,
"AUT","AIREMISSION","GHG","TONNE_CAP","A","2009",9.572,
"AUT","AIREMISSION","GHG","TONNE_CAP","A","2010",10.099,
"AUT","AIREMISSION","GHG","TONNE_CAP","A","2011",9.746,
"AUT","AIREMISSION","GHG","TONNE_CAP","A","2012",9.383,
"AUT","AIREMISSION","GHG","TONNE_CAP","A","2013",9.347,
"AUT","AIREMISSION","GHG","TONNE_CAP","A","2014",8.854,
"AUT","AIREMISSION","GHG","TONNE_CAP","A","2015",9.086,
"AUT","AIREMISSION","GHG","TONNE_CAP","A","2016",9.145,
"AUT","AIREMISSION","GHG","THND_TONNECO2","A","1990",78690.048,
"AUT","AIREMISSION","GHG","THND_TONNECO2","A","1991",82495.673,
"AUT","AIREMISSION","GHG","THND_TONNECO2","A","1992",75795.609,
"AUT","AIREMISSION","GHG","THND_TONNECO2","A","1993",75854.959,
"AUT","AIREMISSION","GHG","THND_TONNECO2","A","1994",76393.426,
"AUT","AIREMISSION","GHG","THND_TONNECO2","A","1995",79730.168,
"AUT","AIREMISSION","GHG","THND_TONNECO2","A","1996",82924.207,
"AUT","AIREMISSION","GHG","THND_TONNECO2","A","1997",82461.439,
"AUT","AIREMISSION","GHG","THND_TONNECO2","A","1998",81757.106,
"AUT","AIREMISSION","GHG","THND_TONNECO2","A","1999",80055.01,
"AUT","AIREMISSION","GHG","THND_TONNECO2","A","2000",80431.541,
"AUT","AIREMISSION","GHG","THND_TONNECO2","A","2001",84510.209,
"AUT","AIREMISSION","GHG","THND_TONNECO2","A","2002",86198.597,
"AUT","AIREMISSION","GHG","THND_TONNECO2","A","2003",91817.252,
"AUT","AIREMISSION","GHG","THND_TONNECO2","A","2004",91574.92,
"AUT","AIREMISSION","GHG","THND_TONNECO2","A","2005",92654.718,
"AUT","AIREMISSION","GHG","THND_TONNECO2","A","2006",89831.664,
"AUT","AIREMISSION","GHG","THND_TONNECO2","A","2007",87102.632,
"AUT","AIREMISSION","GHG","THND_TONNECO2","A","2008",86950.871,
"AUT","AIREMISSION","GHG","THND_TONNECO2","A","2009",80118.748,
"AUT","AIREMISSION","GHG","THND_TONNECO2","A","2010",84930.835,
"AUT","AIREMISSION","GHG","THND_TONNECO2","A","2011",82449.673,
"AUT","AIREMISSION","GHG","THND_TONNECO2","A","2012",79916.894,
"AUT","AIREMISSION","GHG","THND_TONNECO2","A","2013",80177.997,
"AUT","AIREMISSION","GHG","THND_TONNECO2","A","2014",76441.572,
"AUT","AIREMISSION","GHG","THND_TONNECO2","A","2015",78855.71,
"AUT","AIREMISSION","GHG","THND_TONNECO2","A","2016",79672.644,
"AUT","AIREMISSION","CO","KG_CAP","A","1990",154.118,
"AUT","AIREMISSION","CO","KG_CAP","A","1991",152.706,
"AUT","AIREMISSION","CO","KG_CAP","A","1992",144.65,
"AUT","AIREMISSION","CO","KG_CAP","A","1993",136.585,
"AUT","AIREMISSION","CO","KG_CAP","A","1994",128.675,
"AUT","AIREMISSION","CO","KG_CAP","A","1995",116.271,
"AUT","AIREMISSION","CO","KG_CAP","A","1996",116.952,
"AUT","AIREMISSION","CO","KG_CAP","A","1997",109.292,
"AUT","AIREMISSION","CO","KG_CAP","A","1998",104.639,
"AUT","AIREMISSION","CO","KG_CAP","A","1999",91.462,
"AUT","AIREMISSION","CO","KG_CAP","A","2000",91.812,
"AUT","AIREMISSION","CO","KG_CAP","A","2001",88.916,
"AUT","AIREMISSION","CO","KG_CAP","A","2002",85.273,
"AUT","AIREMISSION","CO","KG_CAP","A","2003",85.669,
"AUT","AIREMISSION","CO","KG_CAP","A","2004",83.983,
"AUT","AIREMISSION","CO","KG_CAP","A","2005",81.251,
"AUT","AIREMISSION","CO","KG_CAP","A","2006",79.353,
"AUT","AIREMISSION","CO","KG_CAP","A","2007",74.596,
"AUT","AIREMISSION","CO","KG_CAP","A","2008",72.019,
"AUT","AIREMISSION","CO","KG_CAP","A","2009",68.166,
"AUT","AIREMISSION","CO","KG_CAP","A","2010",69.292,
"AUT","AIREMISSION","CO","KG_CAP","A","2011",67.176,
"AUT","AIREMISSION","CO","KG_CAP","A","2012",67.099,
"AUT","AIREMISSION","CO","KG_CAP","A","2013",68.8,
"AUT","AIREMISSION","CO","KG_CAP","A","2014",62.992,
"AUT","AIREMISSION","CO","KG_CAP","A","2015",65.222,
"AUT","AIREMISSION","CO","KG_CAP","A","2016",64.705,
"AUT","AIREMISSION","NOX","KG_CAP","A","1990",28.397,
"AUT","AIREMISSION","NOX","KG_CAP","A","1991",29.357,
"AUT","AIREMISSION","NOX","KG_CAP","A","1992",27.46,
"AUT","AIREMISSION","NOX","KG_CAP","A","1993",26.081,
"AUT","AIREMISSION","NOX","KG_CAP","A","1994",25.169,
"AUT","AIREMISSION","NOX","KG_CAP","A","1995",25.021,
"AUT","AIREMISSION","NOX","KG_CAP","A","1996",27.153,
"AUT","AIREMISSION","NOX","KG_CAP","A","1997",25.457,
"AUT","AIREMISSION","NOX","KG_CAP","A","1998",26.97,
"AUT","AIREMISSION","NOX","KG_CAP","A","1999",25.872,
"AUT","AIREMISSION","NOX","KG_CAP","A","2000",26.5,
"AUT","AIREMISSION","NOX","KG_CAP","A","2001",27.676,
"AUT","AIREMISSION","NOX","KG_CAP","A","2002",28.251,
"AUT","AIREMISSION","NOX","KG_CAP","A","2003",29.14,
"AUT","AIREMISSION","NOX","KG_CAP","A","2004",28.656,
"AUT","AIREMISSION","NOX","KG_CAP","A","2005",28.831,
"AUT","AIREMISSION","NOX","KG_CAP","A","2006",27.132,
"AUT","AIREMISSION","NOX","KG_CAP","A","2007",25.77,
"AUT","AIREMISSION","NOX","KG_CAP","A","2008",23.827,
"AUT","AIREMISSION","NOX","KG_CAP","A","2009",21.91,
"AUT","AIREMISSION","NOX","KG_CAP","A","2010",21.774,
"AUT","AIREMISSION","NOX","KG_CAP","A","2011",20.629,
"AUT","AIREMISSION","NOX","KG_CAP","A","2012",19.888,
"AUT","AIREMISSION","NOX","KG_CAP","A","2013",19.83,
"AUT","AIREMISSION","NOX","KG_CAP","A","2014",18.533,
"AUT","AIREMISSION","NOX","KG_CAP","A","2015",18.146,
"AUT","AIREMISSION","NOX","KG_CAP","A","2016",17.488,
"AUT","AIREMISSION","SOX","KG_CAP","A","1990",9.559,
"AUT","AIREMISSION","SOX","KG_CAP","A","1991",9.126,
"AUT","AIREMISSION","SOX","KG_CAP","A","1992",6.949,
"AUT","AIREMISSION","SOX","KG_CAP","A","1993",6.708,
"AUT","AIREMISSION","SOX","KG_CAP","A","1994",5.951,
"AUT","AIREMISSION","SOX","KG_CAP","A","1995",5.873,
"AUT","AIREMISSION","SOX","KG_CAP","A","1996",5.499,
"AUT","AIREMISSION","SOX","KG_CAP","A","1997",5.01,
"AUT","AIREMISSION","SOX","KG_CAP","A","1998",4.432,
"AUT","AIREMISSION","SOX","KG_CAP","A","1999",4.189,
"AUT","AIREMISSION","SOX","KG_CAP","A","2000",3.916,
"AUT","AIREMISSION","SOX","KG_CAP","A","2001",4.016,
"AUT","AIREMISSION","SOX","KG_CAP","A","2002",3.876,
"AUT","AIREMISSION","SOX","KG_CAP","A","2003",3.844,
"AUT","AIREMISSION","SOX","KG_CAP","A","2004",3.275,
"AUT","AIREMISSION","SOX","KG_CAP","A","2005",3.095,
"AUT","AIREMISSION","SOX","KG_CAP","A","2006",3.174,
"AUT","AIREMISSION","SOX","KG_CAP","A","2007",2.757,
"AUT","AIREMISSION","SOX","KG_CAP","A","2008",2.417,
"AUT","AIREMISSION","SOX","KG_CAP","A","2009",1.738,
"AUT","AIREMISSION","SOX","KG_CAP","A","2010",1.928,
"AUT","AIREMISSION","SOX","KG_CAP","A","2011",1.801,
"AUT","AIREMISSION","SOX","KG_CAP","A","2012",1.76,
"AUT","AIREMISSION","SOX","KG_CAP","A","2013",1.752,
"AUT","AIREMISSION","SOX","KG_CAP","A","2014",1.71,
"AUT","AIREMISSION","SOX","KG_CAP","A","2015",1.676,
"AUT","AIREMISSION","SOX","KG_CAP","A","2016",1.577,
"AUT","AIREMISSION","VOC","KG_CAP","A","1990",39.146,
"AUT","AIREMISSION","VOC","KG_CAP","A","1991",37.912,
"AUT","AIREMISSION","VOC","KG_CAP","A","1992",34.719,
"AUT","AIREMISSION","VOC","KG_CAP","A","1993",32.134,
"AUT","AIREMISSION","VOC","KG_CAP","A","1994",29.251,
"AUT","AIREMISSION","VOC","KG_CAP","A","1995",27.294,
"AUT","AIREMISSION","VOC","KG_CAP","A","1996",26.393,
"AUT","AIREMISSION","VOC","KG_CAP","A","1997",24.959,
"AUT","AIREMISSION","VOC","KG_CAP","A","1998",24.066,
"AUT","AIREMISSION","VOC","KG_CAP","A","1999",22.921,
"AUT","AIREMISSION","VOC","KG_CAP","A","2000",21.736,
"AUT","AIREMISSION","VOC","KG_CAP","A","2001",21.3,
"AUT","AIREMISSION","VOC","KG_CAP","A","2002",20.759,
"AUT","AIREMISSION","VOC","KG_CAP","A","2003",20.433,
"AUT","AIREMISSION","VOC","KG_CAP","A","2004",19.758,
"AUT","AIREMISSION","VOC","KG_CAP","A","2005",19.292,
"AUT","AIREMISSION","VOC","KG_CAP","A","2006",18.615,
"AUT","AIREMISSION","VOC","KG_CAP","A","2007",17.97,
"AUT","AIREMISSION","VOC","KG_CAP","A","2008",17.574,
"AUT","AIREMISSION","VOC","KG_CAP","A","2009",17.026,
"AUT","AIREMISSION","VOC","KG_CAP","A","2010",17.022,
"AUT","AIREMISSION","VOC","KG_CAP","A","2011",16.41,
"AUT","AIREMISSION","VOC","KG_CAP","A","2012",16.307,
"AUT","AIREMISSION","VOC","KG_CAP","A","2013",16.37,
"AUT","AIREMISSION","VOC","KG_CAP","A","2014",15.618,
"AUT","AIREMISSION","VOC","KG_CAP","A","2015",15.814,
"AUT","AIREMISSION","VOC","KG_CAP","A","2016",15.77,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1960",87.6,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1961",87.7,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1962",95.1,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1963",105.7,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1964",103.8,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1965",106.2,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1966",102.1,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1967",102.3,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1968",112.3,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1969",117.1,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1970",120.7,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1971",118,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1972",128,
"BEL","AIREMISSION","CO2","MLN_TONNE","A","1973",133.1,
